Tidb,,,,,,,,,,Oracle,,,,,,,,,Compare
PAN,AMOUNT,LOCAL_DATE,LOCAL_TIME,ORIGTRACE,ISSUER_RP,TERMID,BB_BIN,SEQUENCE_IN_MONTH,,PAN,AMOUNT,LOCAL_DATE,LOCAL_TIME,ORIGTRACE,ISSUER_RP,TERMID,BB_BIN,SEQUENCE_IN_MONTH,
1020412541,5000,09-09-25 0:00,94558,862606,970443,11111111,970406,10992,,1020412541,5000,09-09-25 0:00,94558,862606,970443,11111111,970406,10992,0
1020412541,5000,09-09-25 0:00,101945,439380,970443,11111111,970406,11072,,1020412541,5000,09-09-25 0:00,101945,439380,970443,11111111,970406,11072,0
1020412541,5000,09-09-25 0:00,105948,770001,970443,11111111,970406,11278,,1020412541,5000,09-09-25 0:00,105948,770001,970443,11111111,970406,11278,0
1020412541,10000,09-09-25 0:00,94558,207385,970443,11111111,970406,10991,,1020412541,10000,09-09-25 0:00,94558,207385,970443,11111111,970406,10991,0
1020412541,10000,09-09-25 0:00,101945,261671,970443,11111111,970406,11071,,1020412541,10000,09-09-25 0:00,101945,261671,970443,11111111,970406,11071,0
1020412541,10000,09-09-25 0:00,105948,564111,970443,11111111,970406,11277,,1020412541,10000,09-09-25 0:00,105948,564111,970443,11111111,970406,11277,0
1020412664,5000,09-09-25 0:00,94605,291484,970443,11111111,970406,10993,,1020412664,5000,09-09-25 0:00,94605,291484,970443,11111111,970406,10993,0
1020412664,5000,09-09-25 0:00,101952,760558,970443,11111111,970406,11074,,1020412664,5000,09-09-25 0:00,101952,760558,970443,11111111,970406,11074,0
1020412664,5000,09-09-25 0:00,105956,516638,970443,11111111,970406,11279,,1020412664,5000,09-09-25 0:00,105956,516638,970443,11111111,970406,11279,0
1020412664,10000,09-09-25 0:00,94606,729368,970443,11111111,970406,10994,,1020412664,10000,09-09-25 0:00,94606,729368,970443,11111111,970406,10994,0
1020412664,10000,09-09-25 0:00,101952,168350,970443,11111111,970406,11073,,1020412664,10000,09-09-25 0:00,101952,168350,970443,11111111,970406,11073,0
1020412664,10000,09-09-25 0:00,105956,570711,970443,11111111,970406,11280,,1020412664,10000,09-09-25 0:00,105956,570711,970443,11111111,970406,11280,0
1020412729,5000,09-09-25 0:00,94620,937529,970443,11111111,970406,10998,,1020412729,5000,09-09-25 0:00,94620,937529,970443,11111111,970406,10998,0
1020412729,5000,09-09-25 0:00,102007,917945,970443,11111111,970406,11077,,1020412729,5000,09-09-25 0:00,102007,917945,970443,11111111,970406,11077,0
1020412729,10000,09-09-25 0:00,94620,120383,970443,11111111,970406,10997,,1020412729,10000,09-09-25 0:00,94620,120383,970443,11111111,970406,10997,0
1020412729,10000,09-09-25 0:00,102008,449629,970443,11111111,970406,11078,,1020412729,10000,09-09-25 0:00,102008,449629,970443,11111111,970406,11078,0
1020412732,5000,09-09-25 0:00,94627,675277,970443,11111111,970406,10999,,1020412732,5000,09-09-25 0:00,94627,675277,970443,11111111,970406,10999,0
1020412732,5000,09-09-25 0:00,102014,681317,970443,11111111,970406,11079,,1020412732,5000,09-09-25 0:00,102014,681317,970443,11111111,970406,11079,0
1020412732,10000,09-09-25 0:00,94628,205062,970443,11111111,970406,11000,,1020412732,10000,09-09-25 0:00,94628,205062,970443,11111111,970406,11000,0
1020412732,10000,09-09-25 0:00,102015,482426,970443,11111111,970406,11080,,1020412732,10000,09-09-25 0:00,102015,482426,970443,11111111,970406,11080,0
1020412732,500000,09-09-25 0:00,104105,430876,970443,11111111,970406,11131,,1020412732,500000,09-09-25 0:00,104105,430876,970443,11111111,970406,11131,0
1020412732,1000000,09-09-25 0:00,104105,798630,970443,11111111,970406,11132,,1020412732,1000000,09-09-25 0:00,104105,798630,970443,11111111,970406,11132,0
1020412745,5000,09-09-25 0:00,94634,767852,970443,11111111,970406,11001,,1020412745,5000,09-09-25 0:00,94634,767852,970443,11111111,970406,11001,0
1020412745,5000,09-09-25 0:00,102022,623440,970443,11111111,970406,11081,,1020412745,5000,09-09-25 0:00,102022,623440,970443,11111111,970406,11081,0
1020412745,10000,09-09-25 0:00,94635,142525,970443,11111111,970406,11002,,1020412745,10000,09-09-25 0:00,94635,142525,970443,11111111,970406,11002,0
1020412745,10000,09-09-25 0:00,102023,205032,970443,11111111,970406,11082,,1020412745,10000,09-09-25 0:00,102023,205032,970443,11111111,970406,11082,0
1020412745,500000,09-09-25 0:00,104114,805544,970443,11111111,970406,11133,,1020412745,500000,09-09-25 0:00,104114,805544,970443,11111111,970406,11133,0
1020412745,1000000,09-09-25 0:00,104114,918232,970443,11111111,970406,11134,,1020412745,1000000,09-09-25 0:00,104114,918232,970443,11111111,970406,11134,0
1020412761,5000,09-09-25 0:00,94648,899603,970443,11111111,970406,11005,,1020412761,5000,09-09-25 0:00,94648,899603,970443,11111111,970406,11005,0
1020412761,10000,09-09-25 0:00,94649,88830,970443,11111111,970406,11006,,1020412761,10000,09-09-25 0:00,94649,88830,970443,11111111,970406,11006,0
1020412761,500000,09-09-25 0:00,104131,959615,970443,11111111,970406,11138,,1020412761,500000,09-09-25 0:00,104131,959615,970443,11111111,970406,11138,0
1020412761,1000000,09-09-25 0:00,104131,954124,970443,11111111,970406,11137,,1020412761,1000000,09-09-25 0:00,104131,954124,970443,11111111,970406,11137,0
1020412774,5000,09-09-25 0:00,94656,227786,970443,11111111,970406,11007,,1020412774,5000,09-09-25 0:00,94656,227786,970443,11111111,970406,11007,0
1020412774,10000,09-09-25 0:00,94656,479161,970443,11111111,970406,11008,,1020412774,10000,09-09-25 0:00,94656,479161,970443,11111111,970406,11008,0
1020412774,500000,09-09-25 0:00,104139,72090,970443,11111111,970406,11139,,1020412774,500000,09-09-25 0:00,104139,72090,970443,11111111,970406,11139,0
1020412774,1000000,09-09-25 0:00,104140,672631,970443,11111111,970406,11140,,1020412774,1000000,09-09-25 0:00,104140,672631,970443,11111111,970406,11140,0
1020412813,5000,09-09-25 0:00,94703,905189,970443,11111111,970406,11009,,1020412813,5000,09-09-25 0:00,94703,905189,970443,11111111,970406,11009,0
1020412813,10000,09-09-25 0:00,94704,809838,970443,11111111,970406,11010,,1020412813,10000,09-09-25 0:00,94704,809838,970443,11111111,970406,11010,0
1020412813,500000,09-09-25 0:00,104148,426154,970443,11111111,970406,11141,,1020412813,500000,09-09-25 0:00,104148,426154,970443,11111111,970406,11141,0
1020412813,1000000,09-09-25 0:00,104148,896147,970443,11111111,970406,11142,,1020412813,1000000,09-09-25 0:00,104148,896147,970443,11111111,970406,11142,0
1020412826,5000,09-09-25 0:00,94711,423878,970443,11111111,970406,11012,,1020412826,5000,09-09-25 0:00,94711,423878,970443,11111111,970406,11012,0
1020412826,10000,09-09-25 0:00,94711,278544,970443,11111111,970406,11011,,1020412826,10000,09-09-25 0:00,94711,278544,970443,11111111,970406,11011,0
1020412826,500000,09-09-25 0:00,104156,976267,970443,11111111,970406,11143,,1020412826,500000,09-09-25 0:00,104156,976267,970443,11111111,970406,11143,0
1020412826,1000000,09-09-25 0:00,104157,476723,970443,11111111,970406,11144,,1020412826,1000000,09-09-25 0:00,104157,476723,970443,11111111,970406,11144,0
1020412842,5000,09-09-25 0:00,94726,594365,970443,11111111,970406,11015,,1020412842,5000,09-09-25 0:00,94726,594365,970443,11111111,970406,11015,0
1020412842,10000,09-09-25 0:00,94727,678004,970443,11111111,970406,11016,,1020412842,10000,09-09-25 0:00,94727,678004,970443,11111111,970406,11016,0
1020412868,5000,09-09-25 0:00,94500,225583,970443,11111111,970406,10977,,1020412868,5000,09-09-25 0:00,94500,225583,970443,11111111,970406,10977,0
1020412868,5000,09-09-25 0:00,101851,237119,970443,11111111,970406,11057,,1020412868,5000,09-09-25 0:00,101851,237119,970443,11111111,970406,11057,0
1020412868,5000,09-09-25 0:00,105848,229110,970443,11111111,970406,11263,,1020412868,5000,09-09-25 0:00,105848,229110,970443,11111111,970406,11263,0
1020412868,10000,09-09-25 0:00,94503,186242,970443,11111111,970406,10978,,1020412868,10000,09-09-25 0:00,94503,186242,970443,11111111,970406,10978,0
1020412868,10000,09-09-25 0:00,101852,286759,970443,11111111,970406,11058,,1020412868,10000,09-09-25 0:00,101852,286759,970443,11111111,970406,11058,0
1020412868,10000,09-09-25 0:00,105849,346667,970443,11111111,970406,11264,,1020412868,10000,09-09-25 0:00,105849,346667,970443,11111111,970406,11264,0
1020412868,500000,09-09-25 0:00,102814,966391,970443,11111111,970406,11096,,1020412868,500000,09-09-25 0:00,102814,966391,970443,11111111,970406,11096,0
1020412868,1000000,09-09-25 0:00,102815,957100,970443,11111111,970406,11097,,1020412868,1000000,09-09-25 0:00,102815,957100,970443,11111111,970406,11097,0
1020415137,5000,09-09-25 0:00,94238,376978,970443,11111111,970406,10947,,1020415137,5000,09-09-25 0:00,94238,376978,970443,11111111,970406,10947,0
1020415137,5000,09-09-25 0:00,94250,465992,970443,11111111,970406,10949,,1020415137,5000,09-09-25 0:00,94250,465992,970443,11111111,970406,10949,0
1020415137,5000,09-09-25 0:00,94257,75051,970443,11111111,970406,10951,,1020415137,5000,09-09-25 0:00,94257,75051,970443,11111111,970406,10951,0
1020415137,5000,09-09-25 0:00,94305,851696,970443,11111111,970406,10954,,1020415137,5000,09-09-25 0:00,94305,851696,970443,11111111,970406,10954,0
1020415137,5000,09-09-25 0:00,94758,26896,970443,11111111,970406,11019,,1020415137,5000,09-09-25 0:00,94758,26896,970443,11111111,970406,11019,0
1020415137,5000,09-09-25 0:00,94844,633117,970443,11111111,970406,11021,,1020415137,5000,09-09-25 0:00,94844,633117,970443,11111111,970406,11021,0
1020415137,5000,09-09-25 0:00,94849,636289,970443,11111111,970406,11023,,1020415137,5000,09-09-25 0:00,94849,636289,970443,11111111,970406,11023,0
1020415137,5000,09-09-25 0:00,101634,766963,970443,11111111,970406,11027,,1020415137,5000,09-09-25 0:00,101634,766963,970443,11111111,970406,11027,0
1020415137,5000,09-09-25 0:00,101645,789335,970443,11111111,970406,11029,,1020415137,5000,09-09-25 0:00,101645,789335,970443,11111111,970406,11029,0
1020415137,5000,09-09-25 0:00,101654,534740,970443,11111111,970406,11031,,1020415137,5000,09-09-25 0:00,101654,534740,970443,11111111,970406,11031,0
1020415137,5000,09-09-25 0:00,101702,674668,970443,11111111,970406,11034,,1020415137,5000,09-09-25 0:00,101702,674668,970443,11111111,970406,11034,0
1020415137,5000,09-09-25 0:00,103437,910060,970443,11111111,970406,11112,,1020415137,5000,09-09-25 0:00,103437,910060,970443,11111111,970406,11112,0
1020415137,5000,09-09-25 0:00,103445,663678,970443,11111111,970406,11114,,1020415137,5000,09-09-25 0:00,103445,663678,970443,11111111,970406,11114,0
1020415137,5000,09-09-25 0:00,103453,942972,970443,11111111,970406,11116,,1020415137,5000,09-09-25 0:00,103453,942972,970443,11111111,970406,11116,0
1020415137,5000,09-09-25 0:00,103509,446282,970443,11111111,970406,11128,,1020415137,5000,09-09-25 0:00,103509,446282,970443,11111111,970406,11128,0
1020415137,5000,09-09-25 0:00,105307,484081,970443,11111111,970406,11200,,1020415137,5000,09-09-25 0:00,105307,484081,970443,11111111,970406,11200,0
1020415137,5000,09-09-25 0:00,105315,121294,970443,11111111,970406,11202,,1020415137,5000,09-09-25 0:00,105315,121294,970443,11111111,970406,11202,0
1020415137,5000,09-09-25 0:00,105354,705487,970443,11111111,970406,11208,,1020415137,5000,09-09-25 0:00,105354,705487,970443,11111111,970406,11208,0
1020415137,5000,09-09-25 0:00,105402,42966,970443,11111111,970406,11209,,1020415137,5000,09-09-25 0:00,105402,42966,970443,11111111,970406,11209,0
1020415137,5000,09-09-25 0:00,105410,522473,970443,11111111,970406,11212,,1020415137,5000,09-09-25 0:00,105410,522473,970443,11111111,970406,11212,0
1020415137,5000,09-09-25 0:00,105426,924098,970443,11111111,970406,11223,,1020415137,5000,09-09-25 0:00,105426,924098,970443,11111111,970406,11223,0
1020415137,5000,09-09-25 0:00,105601,655385,970443,11111111,970406,11228,,1020415137,5000,09-09-25 0:00,105601,655385,970443,11111111,970406,11228,0
1020415137,5000,09-09-25 0:00,105609,804888,970443,11111111,970406,11230,,1020415137,5000,09-09-25 0:00,105609,804888,970443,11111111,970406,11230,0
1020415137,5000,09-09-25 0:00,105617,930064,970443,11111111,970406,11232,,1020415137,5000,09-09-25 0:00,105617,930064,970443,11111111,970406,11232,0
1020415137,5000,09-09-25 0:00,105625,139333,970443,11111111,970406,11233,,1020415137,5000,09-09-25 0:00,105625,139333,970443,11111111,970406,11233,0
1020415137,5000,09-09-25 0:00,105634,536385,970443,11111111,970406,11236,,1020415137,5000,09-09-25 0:00,105634,536385,970443,11111111,970406,11236,0
1020415137,5000,09-09-25 0:00,105642,461528,970443,11111111,970406,11237,,1020415137,5000,09-09-25 0:00,105642,461528,970443,11111111,970406,11237,0
1020415137,5000,09-09-25 0:00,105650,145989,970443,11111111,970406,11239,,1020415137,5000,09-09-25 0:00,105650,145989,970443,11111111,970406,11239,0
1020415137,6000,09-09-25 0:00,103446,601515,970443,11111111,970406,11115,,1020415137,6000,09-09-25 0:00,103446,601515,970443,11111111,970406,11115,0
1020415137,6000,09-09-25 0:00,103454,370753,970443,11111111,970406,11118,,1020415137,6000,09-09-25 0:00,103454,370753,970443,11111111,970406,11118,0
1020415137,6000,09-09-25 0:00,105403,576996,970443,11111111,970406,11210,,1020415137,6000,09-09-25 0:00,105403,576996,970443,11111111,970406,11210,0
1020415137,6000,09-09-25 0:00,105412,199086,970443,11111111,970406,11215,,1020415137,6000,09-09-25 0:00,105412,199086,970443,11111111,970406,11215,0
1020415137,7000,09-09-25 0:00,103445,572383,970443,11111111,970406,11113,,1020415137,7000,09-09-25 0:00,103445,572383,970443,11111111,970406,11113,0
1020415137,7000,09-09-25 0:00,103455,335874,970443,11111111,970406,11119,,1020415137,7000,09-09-25 0:00,103455,335874,970443,11111111,970406,11119,0
1020415137,7000,09-09-25 0:00,105403,714246,970443,11111111,970406,11211,,1020415137,7000,09-09-25 0:00,105403,714246,970443,11111111,970406,11211,0
1020415137,7000,09-09-25 0:00,105412,168233,970443,11111111,970406,11214,,1020415137,7000,09-09-25 0:00,105412,168233,970443,11111111,970406,11214,0
1020415137,8000,09-09-25 0:00,103457,418752,970443,11111111,970406,11123,,1020415137,8000,09-09-25 0:00,103457,418752,970443,11111111,970406,11123,0
1020415137,8000,09-09-25 0:00,105415,303432,970443,11111111,970406,11219,,1020415137,8000,09-09-25 0:00,105415,303432,970443,11111111,970406,11219,0
1020415137,9000,09-09-25 0:00,103458,219997,970443,11111111,970406,11124,,1020415137,9000,09-09-25 0:00,103458,219997,970443,11111111,970406,11124,0
1020415137,9000,09-09-25 0:00,105415,436034,970443,11111111,970406,11220,,1020415137,9000,09-09-25 0:00,105415,436034,970443,11111111,970406,11220,0
1020415137,10000,09-09-25 0:00,94240,862276,970443,11111111,970406,10948,,1020415137,10000,09-09-25 0:00,94240,862276,970443,11111111,970406,10948,0
1020415137,10000,09-09-25 0:00,94251,706310,970443,11111111,970406,10950,,1020415137,10000,09-09-25 0:00,94251,706310,970443,11111111,970406,10950,0
1020415137,10000,09-09-25 0:00,94258,735767,970443,11111111,970406,10952,,1020415137,10000,09-09-25 0:00,94258,735767,970443,11111111,970406,10952,0
1020415137,10000,09-09-25 0:00,94305,242223,970443,11111111,970406,10953,,1020415137,10000,09-09-25 0:00,94305,242223,970443,11111111,970406,10953,0
1020415137,10000,09-09-25 0:00,94759,573076,970443,11111111,970406,11020,,1020415137,10000,09-09-25 0:00,94759,573076,970443,11111111,970406,11020,0
1020415137,10000,09-09-25 0:00,94845,195072,970443,11111111,970406,11022,,1020415137,10000,09-09-25 0:00,94845,195072,970443,11111111,970406,11022,0
1020415137,10000,09-09-25 0:00,94850,331918,970443,11111111,970406,11024,,1020415137,10000,09-09-25 0:00,94850,331918,970443,11111111,970406,11024,0
1020415137,10000,09-09-25 0:00,101635,955029,970443,11111111,970406,11028,,1020415137,10000,09-09-25 0:00,101635,955029,970443,11111111,970406,11028,0
1020415137,10000,09-09-25 0:00,101646,307963,970443,11111111,970406,11030,,1020415137,10000,09-09-25 0:00,101646,307963,970443,11111111,970406,11030,0
1020415137,10000,09-09-25 0:00,101655,885911,970443,11111111,970406,11032,,1020415137,10000,09-09-25 0:00,101655,885911,970443,11111111,970406,11032,0
1020415137,10000,09-09-25 0:00,101702,3876,970443,11111111,970406,11033,,1020415137,10000,09-09-25 0:00,101702,3876,970443,11111111,970406,11033,0
1020415137,10000,09-09-25 0:00,103509,292389,970443,11111111,970406,11127,,1020415137,10000,09-09-25 0:00,103509,292389,970443,11111111,970406,11127,0
1020415137,10000,09-09-25 0:00,105308,783155,970443,11111111,970406,11201,,1020415137,10000,09-09-25 0:00,105308,783155,970443,11111111,970406,11201,0
1020415137,10000,09-09-25 0:00,105316,617265,970443,11111111,970406,11203,,1020415137,10000,09-09-25 0:00,105316,617265,970443,11111111,970406,11203,0
1020415137,10000,09-09-25 0:00,105324,303358,970443,11111111,970406,11205,,1020415137,10000,09-09-25 0:00,105324,303358,970443,11111111,970406,11205,0
1020415137,10000,09-09-25 0:00,105427,166158,970443,11111111,970406,11224,,1020415137,10000,09-09-25 0:00,105427,166158,970443,11111111,970406,11224,0
1020415137,10000,09-09-25 0:00,105601,348485,970443,11111111,970406,11227,,1020415137,10000,09-09-25 0:00,105601,348485,970443,11111111,970406,11227,0
1020415137,10000,09-09-25 0:00,105609,799534,970443,11111111,970406,11229,,1020415137,10000,09-09-25 0:00,105609,799534,970443,11111111,970406,11229,0
1020415137,10000,09-09-25 0:00,105617,494698,970443,11111111,970406,11231,,1020415137,10000,09-09-25 0:00,105617,494698,970443,11111111,970406,11231,0
1020415137,10000,09-09-25 0:00,105626,969451,970443,11111111,970406,11234,,1020415137,10000,09-09-25 0:00,105626,969451,970443,11111111,970406,11234,0
1020415137,10000,09-09-25 0:00,105634,74102,970443,11111111,970406,11235,,1020415137,10000,09-09-25 0:00,105634,74102,970443,11111111,970406,11235,0
1020415137,10000,09-09-25 0:00,105642,866967,970443,11111111,970406,11238,,1020415137,10000,09-09-25 0:00,105642,866967,970443,11111111,970406,11238,0
1020415137,10000,09-09-25 0:00,105650,476524,970443,11111111,970406,11240,,1020415137,10000,09-09-25 0:00,105650,476524,970443,11111111,970406,11240,0
1020415137,11500,09-09-25 0:00,105323,848418,970443,11111111,970406,11204,,1020415137,11500,09-09-25 0:00,105323,848418,970443,11111111,970406,11204,0
1020415137,12000,09-09-25 0:00,103455,528822,970443,11111111,970406,11120,,1020415137,12000,09-09-25 0:00,103455,528822,970443,11111111,970406,11120,0
1020415137,12000,09-09-25 0:00,103456,824627,970443,11111111,970406,11122,,1020415137,12000,09-09-25 0:00,103456,824627,970443,11111111,970406,11122,0
1020415137,12000,09-09-25 0:00,103459,930059,970443,11111111,970406,11126,,1020415137,12000,09-09-25 0:00,103459,930059,970443,11111111,970406,11126,0
1020415137,12000,09-09-25 0:00,105413,2545,970443,11111111,970406,11216,,1020415137,12000,09-09-25 0:00,105413,2545,970443,11111111,970406,11216,0
1020415137,12000,09-09-25 0:00,105413,366797,970443,11111111,970406,11217,,1020415137,12000,09-09-25 0:00,105413,366797,970443,11111111,970406,11217,0
1020415137,12000,09-09-25 0:00,105416,440461,970443,11111111,970406,11221,,1020415137,12000,09-09-25 0:00,105416,440461,970443,11111111,970406,11221,0
1020415137,13000,09-09-25 0:00,103456,567582,970443,11111111,970406,11121,,1020415137,13000,09-09-25 0:00,103456,567582,970443,11111111,970406,11121,0
1020415137,13000,09-09-25 0:00,103458,611940,970443,11111111,970406,11125,,1020415137,13000,09-09-25 0:00,103458,611940,970443,11111111,970406,11125,0
1020415137,13000,09-09-25 0:00,105414,357112,970443,11111111,970406,11218,,1020415137,13000,09-09-25 0:00,105414,357112,970443,11111111,970406,11218,0
1020415137,13000,09-09-25 0:00,105416,810386,970443,11111111,970406,11222,,1020415137,13000,09-09-25 0:00,105416,810386,970443,11111111,970406,11222,0
1020415137,14000,09-09-25 0:00,103454,54448,970443,11111111,970406,11117,,1020415137,14000,09-09-25 0:00,103454,54448,970443,11111111,970406,11117,0
1020415137,14000,09-09-25 0:00,105411,233741,970443,11111111,970406,11213,,1020415137,14000,09-09-25 0:00,105411,233741,970443,11111111,970406,11213,0
1020415137,2000000,09-09-25 0:00,94912,262705,970443,11111111,970406,11025,,1020415137,2000000,09-09-25 0:00,94912,262705,970443,11111111,970406,11025,0
1020415137,2000000,09-09-25 0:00,103423,931160,970443,11111111,970406,11111,,1020415137,2000000,09-09-25 0:00,103423,931160,970443,11111111,970406,11111,0
1020415137,2000000,09-09-25 0:00,105339,999203,970443,11111111,970406,11207,,1020415137,2000000,09-09-25 0:00,105339,999203,970443,11111111,970406,11207,0
1020415137,490000000,09-09-25 0:00,94912,752654,970443,11111111,970406,11026,,1020415137,490000000,09-09-25 0:00,94912,752654,970443,11111111,970406,11026,0
1020415137,490000000,09-09-25 0:00,103422,701884,970443,11111111,970406,11110,,1020415137,490000000,09-09-25 0:00,103422,701884,970443,11111111,970406,11110,0
1020415137,490000000,09-09-25 0:00,105339,496282,970443,11111111,970406,11206,,1020415137,490000000,09-09-25 0:00,105339,496282,970443,11111111,970406,11206,0
1024953187,5000,09-09-25 0:00,94339,833555,970443,11111111,970406,10958,,1024953187,5000,09-09-25 0:00,94339,833555,970443,11111111,970406,10958,0
1024953187,5000,09-09-25 0:00,101737,912236,970443,11111111,970406,11038,,1024953187,5000,09-09-25 0:00,101737,912236,970443,11111111,970406,11038,0
1024953187,5000,09-09-25 0:00,105727,484723,970443,11111111,970406,11243,,1024953187,5000,09-09-25 0:00,105727,484723,970443,11111111,970406,11243,0
1024953187,10000,09-09-25 0:00,94339,237235,970443,11111111,970406,10957,,1024953187,10000,09-09-25 0:00,94339,237235,970443,11111111,970406,10957,0
1024953187,10000,09-09-25 0:00,101737,23996,970443,11111111,970406,11037,,1024953187,10000,09-09-25 0:00,101737,23996,970443,11111111,970406,11037,0
1024953187,10000,09-09-25 0:00,105728,819730,970443,11111111,970406,11244,,1024953187,10000,09-09-25 0:00,105728,819730,970443,11111111,970406,11244,0
1024953284,5000,09-09-25 0:00,94401,534791,970443,11111111,970406,10963,,1024953284,5000,09-09-25 0:00,94401,534791,970443,11111111,970406,10963,0
1024953284,5000,09-09-25 0:00,101758,865990,970443,11111111,970406,11043,,1024953284,5000,09-09-25 0:00,101758,865990,970443,11111111,970406,11043,0
1024953284,5000,09-09-25 0:00,105751,660265,970443,11111111,970406,11249,,1024953284,5000,09-09-25 0:00,105751,660265,970443,11111111,970406,11249,0
1024953284,10000,09-09-25 0:00,94401,638193,970443,11111111,970406,10964,,1024953284,10000,09-09-25 0:00,94401,638193,970443,11111111,970406,10964,0
1024953284,10000,09-09-25 0:00,101759,922832,970443,11111111,970406,11044,,1024953284,10000,09-09-25 0:00,101759,922832,970443,11111111,970406,11044,0
1024953284,10000,09-09-25 0:00,105752,741355,970443,11111111,970406,11250,,1024953284,10000,09-09-25 0:00,105752,741355,970443,11111111,970406,11250,0
1024953297,5000,09-09-25 0:00,94453,106169,970443,11111111,970406,10975,,1024953297,5000,09-09-25 0:00,94453,106169,970443,11111111,970406,10975,0
1024953297,5000,09-09-25 0:00,101844,100486,970443,11111111,970406,11055,,1024953297,5000,09-09-25 0:00,101844,100486,970443,11111111,970406,11055,0
1024953297,5000,09-09-25 0:00,105840,473887,970443,11111111,970406,11261,,1024953297,5000,09-09-25 0:00,105840,473887,970443,11111111,970406,11261,0
1024953297,10000,09-09-25 0:00,94454,956906,970443,11111111,970406,10976,,1024953297,10000,09-09-25 0:00,94454,956906,970443,11111111,970406,10976,0
1024953297,10000,09-09-25 0:00,101844,360452,970443,11111111,970406,11056,,1024953297,10000,09-09-25 0:00,101844,360452,970443,11111111,970406,11056,0
1024953297,10000,09-09-25 0:00,105840,828483,970443,11111111,970406,11262,,1024953297,10000,09-09-25 0:00,105840,828483,970443,11111111,970406,11262,0
1024953297,500000,09-09-25 0:00,102805,330631,970443,11111111,970406,11094,,1024953297,500000,09-09-25 0:00,102805,330631,970443,11111111,970406,11094,0
1024953297,1000000,09-09-25 0:00,102806,217074,970443,11111111,970406,11095,,1024953297,1000000,09-09-25 0:00,102806,217074,970443,11111111,970406,11095,0
1024953307,5000,09-09-25 0:00,94517,380702,970443,11111111,970406,10981,,1024953307,5000,09-09-25 0:00,94517,380702,970443,11111111,970406,10981,0
1024953307,5000,09-09-25 0:00,101906,199162,970443,11111111,970406,11061,,1024953307,5000,09-09-25 0:00,101906,199162,970443,11111111,970406,11061,0
1024953307,5000,09-09-25 0:00,105904,152861,970443,11111111,970406,11267,,1024953307,5000,09-09-25 0:00,105904,152861,970443,11111111,970406,11267,0
1024953307,10000,09-09-25 0:00,94518,846472,970443,11111111,970406,10982,,1024953307,10000,09-09-25 0:00,94518,846472,970443,11111111,970406,10982,0
1024953307,10000,09-09-25 0:00,101907,494270,970443,11111111,970406,11062,,1024953307,10000,09-09-25 0:00,101907,494270,970443,11111111,970406,11062,0
1024953307,10000,09-09-25 0:00,105905,158439,970443,11111111,970406,11268,,1024953307,10000,09-09-25 0:00,105905,158439,970443,11111111,970406,11268,0
1024953307,500000,09-09-25 0:00,102830,943621,970443,11111111,970406,11100,,1024953307,500000,09-09-25 0:00,102830,943621,970443,11111111,970406,11100,0
1024953307,1000000,09-09-25 0:00,102831,123869,970443,11111111,970406,11101,,1024953307,1000000,09-09-25 0:00,102831,123869,970443,11111111,970406,11101,0
1024953310,5000,09-09-25 0:00,94524,185444,970443,11111111,970406,10983,,1024953310,5000,09-09-25 0:00,94524,185444,970443,11111111,970406,10983,0
1024953310,5000,09-09-25 0:00,101913,545602,970443,11111111,970406,11063,,1024953310,5000,09-09-25 0:00,101913,545602,970443,11111111,970406,11063,0
1024953310,5000,09-09-25 0:00,105912,427438,970443,11111111,970406,11269,,1024953310,5000,09-09-25 0:00,105912,427438,970443,11111111,970406,11269,0
1024953310,10000,09-09-25 0:00,94525,939847,970443,11111111,970406,10984,,1024953310,10000,09-09-25 0:00,94525,939847,970443,11111111,970406,10984,0
1024953310,10000,09-09-25 0:00,101914,299678,970443,11111111,970406,11064,,1024953310,10000,09-09-25 0:00,101914,299678,970443,11111111,970406,11064,0
1024953310,10000,09-09-25 0:00,105913,775883,970443,11111111,970406,11270,,1024953310,10000,09-09-25 0:00,105913,775883,970443,11111111,970406,11270,0
1024953310,500000,09-09-25 0:00,102839,796033,970443,11111111,970406,11103,,1024953310,500000,09-09-25 0:00,102839,796033,970443,11111111,970406,11103,0
1024953310,1000000,09-09-25 0:00,102839,3686,970443,11111111,970406,11102,,1024953310,1000000,09-09-25 0:00,102839,3686,970443,11111111,970406,11102,0
1024953323,5000,09-09-25 0:00,94641,261727,970443,11111111,970406,11003,,1024953323,5000,09-09-25 0:00,94641,261727,970443,11111111,970406,11003,0
1024953323,5000,09-09-25 0:00,102030,114248,970443,11111111,970406,11083,,1024953323,5000,09-09-25 0:00,102030,114248,970443,11111111,970406,11083,0
1024953323,10000,09-09-25 0:00,94642,601249,970443,11111111,970406,11004,,1024953323,10000,09-09-25 0:00,94642,601249,970443,11111111,970406,11004,0
1024953323,10000,09-09-25 0:00,102031,302164,970443,11111111,970406,11084,,1024953323,10000,09-09-25 0:00,102031,302164,970443,11111111,970406,11084,0
1024953323,500000,09-09-25 0:00,104122,498236,970443,11111111,970406,11135,,1024953323,500000,09-09-25 0:00,104122,498236,970443,11111111,970406,11135,0
1024953323,1000000,09-09-25 0:00,104123,238777,970443,11111111,970406,11136,,1024953323,1000000,09-09-25 0:00,104123,238777,970443,11111111,970406,11136,0
